id,name,role,basePrice,dynamicRating,dynamicBattingRating,dynamicBowlingRating,age,impact_total,base_price,overall_rating,scarcity,form,target_value
IPL26-223,Satvik Deswal,BOWLER,0.25,,50,77,26.0,0.0,25.0,77,55.666666666666664,3.9532843332252456,1108.0289912982355
IPL26-224,Yash Raj Punja,BOWLER,0.25,,50,68,26.0,128.95,25.0,68,55.666666666666664,10.0,756.5809921426765
IPL26-225,Pat Cummins,ALL_ROUNDER,2.0,,67,78,33.0,0.0,200.0,78,85.0,-0.4322265157962438,1529.9452803980223
IPL26-226,Heinrich Klaasen,WICKET_KEEPER,1.5,,80,50,26.0,0.0,150.0,80,88.66666666666667,1.8344394938160644,1715.394833810875
IPL26-227,Travis Head,BATSMAN,1.5,,75,50,32.0,0.0,150.0,75,70.66666666666667,0.5091534041781947,877.3383269467691
IPL26-228,Abhishek Sharma,ALL_ROUNDER,1.5,,79,59,26.0,1410.48,150.0,79,85.0,10.0,1256.2756859253332
IPL26-229,Nitish Kumar Reddy,ALL_ROUNDER,1.0,,70,62,23.0,0.0,100.0,70,85.0,0.7858372336288848,842.1673702503581
IPL26-230,Ishan Kishan,WICKET_KEEPER,2.0,,78,50,27.0,1062.44,200.0,78,88.66666666666667,10.0,1744.5471187275673
IPL26-231,Harshal Patel,BOWLER,2.0,,50,88,35.0,0.0,200.0,88,55.666666666666664,6.786903804702266,2315.3551883700998
IPL26-232,Jaydev Unadkat,BOWLER,2.0,,50,81,33.0,0.0,200.0,81,55.666666666666664,0.9012728844842905,1204.8899875050301
IPL26-233,Zeeshan Ansari,BOWLER,0.5,,50,59,26.0,99.75,50.0,59,55.666666666666664,9.690883535797498,585.2541911464564
IPL26-234,Brydon Carse,BOWLER,1.0,,50,72,30.0,0.0,100.0,72,55.666666666666664,-1.9739314239326968,737.5229484413373
IPL26-235,Kamindu Mendis,BATSMAN,1.0,,65,68,27.0,0.0,100.0,68,70.66666666666667,-3.3314986956315904,795.9631690710132
IPL26-236,Harsh Dubey,BOWLER,0.5,,57,70,23.0,174.77,50.0,70,55.666666666666664,10.0,1012.5738818762113
IPL26-237,Aniket Verma,BATSMAN,0.25,,66,50,24.0,403.65,25.0,66,70.66666666666667,10.0,882.221617321637
IPL26-238,Eshan Malinga,BOWLER,0.25,,50,74,25.0,0.0,25.0,74,55.666666666666664,-2.617610030438826,807.5172932379305
IPL26-239,Smaran Ravichandaran,BATSMAN,0.25,,73,50,26.0,0.0,25.0,73,70.66666666666667,-1.8854363723859864,826.7402372009142
IPL26-240,Liam Livingstone,ALL_ROUNDER,1.5,,70,67,32.0,0.0,150.0,70,85.0,-2.1539014234700087,802.0786102088288
IPL26-241,Salil Arora,WICKET_KEEPER,0.25,,68,50,23.0,31.36,25.0,68,88.66666666666667,10.0,764.1107338928462
IPL26-242,Jack Edwards,ALL_ROUNDER,1.0,,65,77,26.0,0.0,100.0,77,85.0,-0.14998500751383548,1396.8204747283057
IPL26-243,Shivam Mavi,BOWLER,1.5,,50,64,27.0,0.0,150.0,64,55.666666666666664,-2.6985240948804354,647.6490789951171
IPL26-244,Amit Kumar,BOWLER,0.25,,50,56,26.0,0.0,25.0,56,55.666666666666664,-3.3854176117132213,286.5038099209763
IPL26-245,Onkar Tarmale,ALL_ROUNDER,0.25,,51,56,26.0,0.0,25.0,56,85.0,1.6000676717474245,496.71281121417286
IPL26-246,Sakib Hussain,BOWLER,0.25,,50,71,21.0,221.1,25.0,71,55.666666666666664,9.993929088460106,947.9338439834947
IPL26-247,Praful Hinge,BOWLER,0.25,,50,70,26.0,0.0,25.0,70,55.666666666666664,-0.6908228920242703,714.0831831726258
IPL26-248,Shivang Kumar,BOWLER,0.25,,58,63,26.0,185.9,25.0,63,55.666666666666664,10.0,740.3025852263119
IPL26-249,Krains Fuletra,BOWLER,0.25,,50,55,26.0,0.0,25.0,55,55.666666666666664,1.341448679988095,368.1580570464694
IPL26-250,Jake Fraser-McGurk,BATSMAN,1.0,,71,50,23.0,0.0,100.0,71,70.66666666666667,1.3704111785177808,776.6435190800283
IPL26-251,Devon Conway,WICKET_KEEPER,1.5,,76,50,26.0,0.0,150.0,76,88.66666666666667,-1.8045896570212165,1156.5499502436476
IPL26-252,Gus Atkinson,BOWLER,1.0,,50,80,28.0,0.0,100.0,80,55.666666666666664,-0.8743926820503216,1049.6480931219949
IPL26-253,Jamie Smith,WICKET_KEEPER,1.0,,71,50,37.0,0.0,100.0,71,88.66666666666667,0.48664263668238417,1037.5805867364413
IPL26-254,Deepak Hooda,ALL_ROUNDER,2.0,,68,60,31.0,0.0,200.0,68,85.0,-2.5150160242947504,863.7111337459315
IPL26-255,Wiaan Mulder,BOWLER,1.0,,57,50,28.0,0.0,100.0,57,55.666666666666664,-1.1799566622792934,309.5580967868252
IPL26-256,Rahmanullah Gurbaz,WICKET_KEEPER,1.0,,67,50,24.0,183.09,100.0,67,88.66666666666667,9.825040243304592,1019.8406404162257
IPL26-257,Jonny Bairstow,WICKET_KEEPER,1.5,,75,50,36.0,0.0,150.0,75,88.66666666666667,0.19073008965424498,1184.6091894742974
IPL26-258,K.S. Bharat,WICKET_KEEPER,1.5,,67,50,26.0,0.0,150.0,67,88.66666666666667,-1.209147981743342,738.6173702185257
IPL26-259,Gerald Coetzee,BOWLER,1.0,,50,67,25.0,0.0,100.0,67,55.666666666666664,-4.192055417927847,482.3408999308623
IPL26-260,Spencer Johnson,BOWLER,1.0,,50,57,38.0,0.0,100.0,57,55.666666666666664,-6.601513292002601,233.3600740815998
IPL26-261,Fazalhaq Farooqi,BOWLER,1.0,,50,63,25.0,34.22,100.0,63,55.666666666666664,9.990881003355797,703.6203872650548
IPL26-262,Maheesh Theekshana,BOWLER,1.0,,50,71,25.0,0.0,100.0,71,55.666666666666664,-0.6071343383024641,834.4232387082302
IPL26-263,Mujeeb Ur Rahman,BOWLER,2.0,,50,67,25.0,8.29,200.0,67,55.666666666666664,10.0,916.7157489701063
IPL26-264,Aarya Desai,BATSMAN,0.25,,55,50,23.0,0.0,25.0,55,70.66666666666667,-2.312229370098199,371.6015882658443
IPL26-265,Yash Dhull,BATSMAN,0.5,,55,50,23.0,0.0,50.0,55,70.66666666666667,-2.754046212539305,331.8253768762083
IPL26-266,Abhinav Manohar,BATSMAN,0.5,,62,50,31.0,0.0,50.0,62,70.66666666666667,-3.701270008406663,400.9072140420205
IPL26-267,Anmolpreet Singh,BATSMAN,1.0,,63,50,28.0,4.93,100.0,63,70.66666666666667,10.0,866.726016720763
IPL26-268,Atharva Taide,BATSMAN,0.5,,68,50,26.0,59.39,50.0,68,70.66666666666667,10.0,834.3238320565086
IPL26-269,Mahipal Lomror,BATSMAN,1.5,,65,50,26.0,0.0,150.0,65,70.66666666666667,-2.9654743806477954,551.6604513403436
IPL26-270,Vijay Shankar,ALL_ROUNDER,2.0,,70,66,35.0,0.0,200.0,70,85.0,-1.2944789036176991,743.4058283513083
IPL26-271,Tanush Kotian,BATSMAN,0.5,,61,55,27.0,18.32,50.0,61,70.66666666666667,9.694775295645332,734.6391508260017
IPL26-272,Kamlesh Nagarkoti,BOWLER,1.5,,50,57,26.0,0.0,150.0,57,55.666666666666664,-5.977227074561549,355.30730858019814
IPL26-273,Ruchit Ahir,BATSMAN,0.25,,74,50,26.0,0.0,25.0,74,70.66666666666667,-0.0795210910943902,990.9798502889614
IPL26-274,Sanvir Singh,BATSMAN,0.5,,60,53,29.0,20.67,50.0,60,70.66666666666667,10.0,563.329732159221
IPL26-275,Vansh Bedi,WICKET_KEEPER,0.25,,50,50,23.0,0.0,25.0,50,88.66666666666667,-4.353889808751269,266.18149018772544
IPL26-276,Raj Limbani,BOWLER,0.25,,50,75,26.0,0.0,25.0,75,55.666666666666664,-2.3564393737203373,692.7321299528088
IPL26-277,Simarjeet Singh,BOWLER,1.0,,50,65,28.0,87.74,100.0,65,55.666666666666664,10.0,703.9319669597526
IPL26-278,Akash Madhwal,BOWLER,1.0,,50,68,32.0,143.34,100.0,68,55.666666666666664,10.0,858.2644308495011
IPL26-279,Karn Sharma,BOWLER,2.0,,50,80,38.0,0.0,200.0,80,55.666666666666664,-0.2598918456573047,1274.3017415280142
IPL26-280,Sean Abbott,BOWLER,1.0,,50,54,34.0,0.0,100.0,54,55.666666666666664,-4.017766341082286,258.8388427412194
IPL26-281,Michael Bracewell,ALL_ROUNDER,1.0,,66,74,35.0,0.0,100.0,74,85.0,1.8220149306289386,1211.3457429585537
IPL26-282,Daryl Mitchell,BATSMAN,1.0,,67,53,26.0,0.0,100.0,67,70.66666666666667,-0.7020906387713017,660.7572547951166
IPL26-283,Dasun Shanaka,BATSMAN,1.5,,62,55,34.0,0.0,150.0,62,70.66666666666667,-4.7554100059179785,467.80534996773275
IPL26-284,Chetan Sakariya,BOWLER,1.5,,50,70,27.0,0.0,150.0,70,55.666666666666664,-1.3448992474865484,819.0006760705479
IPL26-285,Waqar Salamkheil,BOWLER,1.0,,50,72,29.0,0.0,100.0,72,55.666666666666664,1.6488323861146363,791.8678917245662
IPL26-286,Taskin Ahmed,BOWLER,1.0,,50,80,31.0,0.0,100.0,80,55.666666666666664,1.8141290308942097,1339.6566890859194
IPL26-287,Alzarri Joseph,BOWLER,1.5,,50,68,29.0,0.0,150.0,68,55.666666666666664,1.120821509462048,797.5530346191747
IPL26-288,Riley Meredith,BOWLER,1.0,,50,69,29.0,0.0,100.0,69,55.666666666666664,6.654130438511554,961.0816754329645
IPL26-289,Jhye Richardson,BOWLER,1.5,,50,58,29.0,0.0,150.0,58,55.666666666666664,-2.5953049497317053,346.07469727894096
IPL26-290,Daniel Lawrence,BATSMAN,1.0,,79,50,26.0,0.0,100.0,79,70.66666666666667,2.457728616820258,1540.0005707927155
IPL26-291,Murugan Ashwin,BOWLER,1.5,,50,72,35.0,0.0,150.0,72,55.666666666666664,1.005533840498276,858.1223422766057
IPL26-292,William Sutherland,ALL_ROUNDER,1.0,,66,71,26.0,0.0,100.0,71,85.0,0.1146056840703672,826.8636102413793
IPL26-293,Kartikeya Singh,BOWLER,0.5,,56,79,26.0,0.0,50.0,79,55.666666666666664,0.3398777330947965,1134.111018001258
IPL26-294,Shivam Shukla,BOWLER,0.25,,50,63,26.0,0.0,25.0,63,55.666666666666664,-0.7214875779636005,508.8983975477707
IPL26-295,Wahidullah Zadran,BOWLER,1.0,,50,62,26.0,0.0,100.0,62,55.666666666666664,-4.142604408921729,409.98813448342975
IPL26-296,KC Cariappa,BOWLER,0.5,,50,59,32.0,0.0,50.0,59,55.666666666666664,-3.236699043733668,267.8897773392817
IPL26-297,Sediqullah Atal,BATSMAN,1.0,,64,50,24.0,14.99,100.0,64,70.66666666666667,10.0,829.1511014217058
IPL26-298,Nathan Smith,BOWLER,1.0,,51,53,26.0,0.0,100.0,53,55.666666666666664,-4.421172960216883,220.44539805155517
IPL26-299,Manan Vohra,BATSMAN,1.5,,68,50,32.0,0.0,150.0,68,70.66666666666667,-2.721149689677258,605.4556679153555
IPL26-300,Jacob Duffy,BOWLER,1.0,,50,67,25.0,0.0,100.0,67,55.666666666666664,0.4753959984450624,585.5697957610336
IPL26-001,MS Dhoni,WICKET_KEEPER,2.0,,76,50,44.0,492.22,200.0,76,88.66666666666667,10.0,1396.470244663815
IPL26-002,Ruturaj Gaikwad,BATSMAN,2.0,,79,50,29.0,0.0,200.0,79,70.66666666666667,1.6649208251666596,1599.1240548805927
IPL26-003,Sanju Samson,WICKET_KEEPER,2.0,,85,50,31.0,0.0,200.0,85,88.66666666666667,2.712840835939762,1685.2449730111762
IPL26-004,Shivam Dube,ALL_ROUNDER,2.0,,75,60,32.0,0.0,200.0,75,85.0,0.7882691820687766,1085.5550611822423
IPL26-005,Ayush Mhatre,BATSMAN,0.25,,73,50,18.0,0.0,25.0,73,70.66666666666667,1.4750178586401963,1229.786027912448
IPL26-006,Dewald Brevis,BATSMAN,1.0,,68,50,23.0,0.0,100.0,68,70.66666666666667,-0.6604974409856696,745.2849555788742
IPL26-007,Urvil Patel,WICKET_KEEPER,0.25,,69,50,27.0,268.05,25.0,69,88.66666666666667,9.683349970738773,913.3034073464346
IPL26-008,Noor Ahmad,BOWLER,1.5,,51,76,21.0,701.28,150.0,76,55.666666666666664,10.0,1452.8781083298434
IPL26-009,Nathan Ellis,BOWLER,1.0,,50,71,26.0,0.0,100.0,71,55.666666666666664,-0.5060755131061498,945.2627041507529
IPL26-010,Shreyas Gopal,BOWLER,2.0,,50,76,32.0,0.0,200.0,76,55.666666666666664,3.3285351571124835,1149.4205595922037
IPL26-011,Khaleel Ahmed,BOWLER,2.0,,50,80,26.0,0.0,200.0,80,55.666666666666664,2.3605557532710697,1645.518795767346
IPL26-012,Ramakrishna Ghosh,BOWLER,0.25,,61,55,28.0,0.0,25.0,61,55.666666666666664,-4.130513578199709,301.2115666005401
IPL26-013,Mukesh Choudhary,BOWLER,1.5,,50,68,30.0,140.19,150.0,68,55.666666666666664,9.98480687123001,814.0531098708086
IPL26-014,Jamie Overton,ALL_ROUNDER,1.0,,69,71,32.0,0.0,100.0,71,85.0,1.1482203133425601,1009.1037921115302
IPL26-015,Gurjapneet Singh,BOWLER,0.5,,50,58,27.0,99.53,50.0,58,55.666666666666664,9.20355981894042,623.3569509253812
IPL26-016,Anshul Kamboj,ALL_ROUNDER,0.5,,66,72,31.0,0.0,50.0,72,85.0,-1.4179897554158043,1013.8526265709978
IPL26-017,Prashant Veer,BATSMAN,0.25,,73,50,20.0,0.0,25.0,73,70.66666666666667,-2.4500909353393214,1074.9311988019945
IPL26-018,Kartik Sharma,WICKET_KEEPER,0.25,,70,50,26.0,292.84,25.0,70,88.66666666666667,9.005893766957808,1330.018800437469
IPL26-019,Rahul Chahar,BOWLER,2.0,,50,78,26.0,0.0,200.0,78,55.666666666666664,1.0529855459764441,1410.6932299690523
IPL26-020,Akeal Hosein,BOWLER,1.0,,58,71,33.0,0.0,100.0,71,55.666666666666664,-6.586718497609428,698.8888677115513
IPL26-021,Matt Henry,BOWLER,1.0,,50,54,47.0,0.0,100.0,54,55.666666666666664,-5.589277048410014,151.3020861419215
IPL26-022,Matthew Short,BATSMAN,1.0,,64,50,26.0,0.0,100.0,64,70.66666666666667,-4.517635013392182,550.7124903535845
IPL26-023,Sarfaraz Khan,BATSMAN,1.0,,67,50,26.0,0.0,100.0,67,70.66666666666667,-3.6657507533254012,686.2384266861507
IPL26-024,Zak Foulkes,BOWLER,1.0,,50,81,24.0,0.0,100.0,81,55.666666666666664,2.9967123870074124,1265.5716649759177
IPL26-025,Aman Khan,BOWLER,0.25,,55,64,26.0,0.0,25.0,64,55.666666666666664,-4.87895348979292,359.56849453505987
IPL26-026,KL Rahul,WICKET_KEEPER,2.0,,87,50,34.0,1380.75,200.0,87,88.66666666666667,7.6973030104552835,2500.0
IPL26-027,Axar Patel,ALL_ROUNDER,2.0,,71,86,32.0,0.0,200.0,86,85.0,-1.0695531627952544,2371.0489532454135
IPL26-028,Kuldeep Yadav,BOWLER,2.0,,52,77,26.0,718.52,200.0,77,55.666666666666664,9.12517961992388,1641.8822157594573
IPL26-029,T. Natarajan,BOWLER,2.0,,50,75,26.0,0.0,200.0,75,55.666666666666664,0.6549240292511058,1209.1755881813021
IPL26-030,Mitchell Starc,BOWLER,1.5,,50,80,36.0,0.0,150.0,80,55.666666666666664,0.8333372915991277,1241.7457067992182
IPL26-031,Tristan Stubbs,WICKET_KEEPER,1.5,,77,50,25.0,0.0,150.0,77,88.66666666666667,0.7421502716087992,1231.907877910194
IPL26-032,Mukesh Kumar,BOWLER,1.5,,51,67,26.0,521.18,150.0,67,55.666666666666664,10.0,871.6669446073766
IPL26-033,Nitish Rana,BATSMAN,2.0,,76,50,32.0,0.0,200.0,76,70.66666666666667,-3.7703187379473007,1266.5701340993103
IPL26-034,Abishek Porel,WICKET_KEEPER,1.0,,69,50,23.0,743.92,100.0,69,88.66666666666667,8.400863513552988,1261.4879526726108
IPL26-035,Ashutosh Sharma,BATSMAN,0.5,,72,50,26.0,869.41,50.0,72,70.66666666666667,9.593276916953416,1228.318350423173
IPL26-036,Sameer Rizvi,BATSMAN,0.5,,71,50,22.0,503.63,50.0,71,70.66666666666667,9.911657340990905,1027.1482235858284
IPL26-037,Karun Nair,BATSMAN,1.5,,70,50,34.0,0.0,150.0,70,70.66666666666667,-1.167415846063869,1034.7316877615463
IPL26-038,Dushmantha Chameera,BOWLER,1.0,,50,61,34.0,0.0,100.0,61,55.666666666666664,-1.167586815575109,473.10128800667206
IPL26-039,Vipraj Nigam,ALL_ROUNDER,0.5,,68,66,21.0,0.0,50.0,68,85.0,-2.4875080209372586,804.2886785598506
IPL26-040,Ajay Mandal,ALL_ROUNDER,0.25,,60,69,26.0,0.0,25.0,69,85.0,-0.1720602964159894,876.6268923218852
IPL26-041,Madhav Tiwari,BOWLER,0.25,,50,70,22.0,0.0,25.0,70,55.666666666666664,-1.401778126333462,706.7378879052169
IPL26-042,Tripurana Vijay,BOWLER,0.25,,50,50,24.0,0.0,25.0,50,55.666666666666664,-6.223880934355738,153.07153112654342
IPL26-043,Auqib Nabi Dar,ALL_ROUNDER,0.25,,60,76,26.0,0.0,25.0,76,85.0,-0.8350180319835474,1119.0623057137489
IPL26-044,Pathum Nissanka,BATSMAN,1.0,,69,50,28.0,0.0,100.0,69,70.66666666666667,1.3132662297300697,999.6866556359681
IPL26-045,David Miller,BATSMAN,2.0,,80,50,26.0,0.0,200.0,80,70.66666666666667,1.0356909474110054,1294.130719228747
IPL26-046,Ben Duckett,BATSMAN,1.0,,84,50,31.0,0.0,100.0,84,70.66666666666667,-0.22677516051378815,1490.477460482501
IPL26-047,Lungi Ngidi,BOWLER,1.5,,50,77,30.0,0.0,150.0,77,55.666666666666664,3.767218429891348,1055.4534817589683
IPL26-048,Kyle Jamieson,ALL_ROUNDER,1.5,,62,68,26.0,0.0,150.0,68,85.0,-4.070670161432291,699.5727316583594
IPL26-049,Prithvi Shaw,BATSMAN,2.0,,72,50,26.0,0.0,200.0,72,70.66666666666667,-0.09222997233720291,1254.8054372968818
IPL26-050,Sahil Parakh,BATSMAN,0.25,,61,50,26.0,0.0,25.0,61,70.66666666666667,-6.482378832047508,405.0101679517512
IPL26-051,Shubman Gill,BATSMAN,2.0,,84,50,26.0,1502.36,200.0,84,70.66666666666667,9.545179684111547,2078.2998574564135
IPL26-052,Rashid Khan,ALL_ROUNDER,2.0,,63,83,26.0,1036.91,200.0,83,85.0,9.197507266788353,1750.6743423986813
IPL26-053,Jos Buttler,WICKET_KEEPER,2.0,,86,50,35.0,0.0,200.0,86,88.66666666666667,0.8424392270501913,2088.178204136917
IPL26-054,Kagiso Rabada,BOWLER,2.0,,50,89,31.0,0.0,200.0,89,55.666666666666664,2.2128050287779493,2289.3290028428432
IPL26-055,Mohammed Siraj,BOWLER,2.0,,52,79,32.0,835.35,200.0,79,55.666666666666664,8.672081928312727,1415.0928630948654
IPL26-056,Sai Sudharsan,BATSMAN,1.5,,83,50,24.0,1572.25,150.0,83,70.66666666666667,10.0,1915.2482234206452
IPL26-057,Prasidh Krishna,BOWLER,2.0,,51,77,30.0,571.61,200.0,77,55.666666666666664,10.0,1445.7646979879605
IPL26-058,Washington Sundar,ALL_ROUNDER,2.0,,69,64,26.0,670.48,200.0,69,85.0,9.548590342399361,1295.5193701691128
IPL26-059,Rahul Tewatia,ALL_ROUNDER,2.0,,70,71,33.0,0.0,200.0,71,85.0,0.2408796723409412,1163.0986036655024
IPL26-060,Shahrukh Khan,BATSMAN,1.5,,66,51,26.0,378.48,150.0,66,70.66666666666667,10.0,819.5945047852258
IPL26-061,R. Sai Kishore,BOWLER,1.5,,50,75,26.0,0.0,150.0,75,55.666666666666664,-0.3651161143632422,1091.484155702843
IPL26-062,Glenn Phillips,BATSMAN,1.5,,61,50,26.0,0.0,150.0,61,70.66666666666667,-3.8130090853884497,610.3027218569064
IPL26-063,Jayant Yadav,BOWLER,2.0,,63,61,36.0,0.0,200.0,63,55.666666666666664,-2.122614803192212,570.7747696418763
IPL26-064,Anuj Rawat,WICKET_KEEPER,0.5,,66,50,26.0,109.12,50.0,66,88.66666666666667,10.0,1122.0931127585886
IPL26-065,Kumar Kushagra,WICKET_KEEPER,0.5,,56,50,21.0,18.97,50.0,56,88.66666666666667,10.0,814.2674958825861
IPL26-066,Gurnoor Singh Brar,BOWLER,0.5,,56,65,26.0,0.0,50.0,65,55.666666666666664,-6.20963299310035,417.38581002017656
IPL26-067,Nishant Sindhu,BATSMAN,0.5,,61,50,22.0,0.0,50.0,61,70.66666666666667,-4.7421509037000344,391.5869789492783
IPL26-068,Manav Suthar,BOWLER,0.25,,50,58,23.0,0.0,25.0,58,55.666666666666664,-4.040097979650122,317.250527672888
IPL26-069,Ishant Sharma,BOWLER,1.5,,50,78,37.0,0.0,150.0,78,55.666666666666664,1.7886236026634652,1079.3368052631206
IPL26-070,Arshad Khan,BOWLER,0.5,,52,64,26.0,357.1,50.0,64,55.666666666666664,10.0,787.2323744894277
IPL26-071,Jason Holder,ALL_ROUNDER,1.5,,61,79,41.0,0.0,150.0,79,85.0,2.7118636663632545,1751.6870385792129
IPL26-072,Tom Banton,WICKET_KEEPER,1.0,,58,50,27.0,0.0,100.0,58,88.66666666666667,-7.509438282952815,482.0044241395369
IPL26-073,Ashok Sharma,BOWLER,0.25,,50,64,26.0,94.13,25.0,64,55.666666666666664,10.0,702.2544878128665
IPL26-074,Luke Wood,BOWLER,1.0,,50,50,26.0,0.0,100.0,50,55.666666666666664,-2.8962133711292934,289.4779188977012
IPL26-075,Prithvi Raj,BOWLER,0.25,,55,73,26.0,0.0,25.0,73,55.666666666666664,0.6291070141863664,862.7691575725328
IPL26-076,Sunil Narine,ALL_ROUNDER,2.0,,70,98,37.0,0.0,200.0,98,85.0,3.991957250448486,2500.0
IPL26-077,Varun Chakravarthy,BOWLER,2.0,,50,85,34.0,0.0,200.0,85,55.666666666666664,3.8167817508753448,2278.082780192774
IPL26-078,Rinku Singh,BATSMAN,1.5,,74,50,37.0,0.0,150.0,74,70.66666666666667,1.0082625103069902,1090.3695833602787
IPL26-079,Harshit Rana,BOWLER,1.0,,51,73,24.0,541.9,100.0,73,55.666666666666664,10.0,1406.5841787571292
IPL26-080,Angkrish Raghuvanshi,BATSMAN,0.5,,73,50,22.0,0.0,50.0,73,70.66666666666667,2.0193810790073954,1219.1389307186648
IPL26-081,Ramandeep Singh,ALL_ROUNDER,1.5,,63,65,26.0,355.97,150.0,65,85.0,9.789629841438954,908.5137796198242
IPL26-082,Ajinkya Rahane,BATSMAN,2.0,,84,50,38.0,0.0,200.0,84,70.66666666666667,-0.47321130100093933,1521.0049569318494
IPL26-083,Rovman Powell,BATSMAN,1.5,,67,50,32.0,0.0,150.0,67,70.66666666666667,-3.499722425179284,637.4908450375543
IPL26-084,Vaibhav Arora,BOWLER,1.5,,50,73,28.0,0.0,150.0,73,55.666666666666664,-1.4752028922441642,833.0405418937646
IPL26-085,Manish Pandey,BATSMAN,2.0,,79,50,26.0,0.0,200.0,79,70.66666666666667,0.8032067409235553,1318.1209709714171
IPL26-086,Anukul Roy,BOWLER,0.5,,60,69,27.0,0.0,50.0,69,55.666666666666664,-1.5789059028233186,743.0864380392175
IPL26-087,Umran Malik,BOWLER,1.5,,50,65,26.0,0.0,150.0,65,55.666666666666664,-2.223618628100857,530.297780432698
IPL26-088,Cameron Green,ALL_ROUNDER,1.0,,75,66,26.0,0.0,100.0,75,85.0,-2.696481079553153,1095.688463941745
IPL26-089,Matheesha Pathirana,BOWLER,1.5,,50,77,24.0,0.0,150.0,77,55.666666666666664,-2.3238695458859806,1389.809199484729
IPL26-090,Mustafizur Rahman,BOWLER,1.5,,50,77,30.0,258.07,150.0,77,55.666666666666664,10.0,1177.5319405911223
IPL26-091,Tejasvi Singh,BATSMAN,0.25,,78,50,26.0,0.0,25.0,78,70.66666666666667,2.0604885737798018,1478.7890526398203
IPL26-092,Finn Allen,BATSMAN,1.0,,74,50,27.0,0.0,100.0,74,70.66666666666667,1.1719268771378175,1055.0714390376402
IPL26-093,Rachin Ravindra,BATSMAN,1.0,,67,50,26.0,0.0,100.0,67,70.66666666666667,-0.8310200228863681,629.1093163527487
IPL26-094,Tim Seifert,WICKET_KEEPER,1.0,,58,50,24.0,0.0,100.0,58,88.66666666666667,-1.0888080335461423,628.7474822204755
IPL26-095,Akash Deep,BOWLER,1.0,,50,58,26.0,74.49,100.0,58,55.666666666666664,10.0,699.6625599749311
IPL26-096,Rahul Tripathi,BATSMAN,2.0,,73,50,26.0,0.0,200.0,73,70.66666666666667,1.1608347534536407,1335.677811369796
IPL26-097,Prashant Solanki,BOWLER,0.25,,50,75,26.0,0.0,25.0,75,55.666666666666664,-2.103884865269923,1077.9259917342429
IPL26-098,Kartik Tyagi,BOWLER,1.0,,51,71,25.0,267.17,100.0,71,55.666666666666664,10.0,1219.315076596547
IPL26-099,Sarthak Ranjan,BATSMAN,0.25,,59,50,29.0,0.0,25.0,59,70.66666666666667,-2.61725164092541,371.7976035325682
IPL26-100,Daksh Kamra,BATSMAN,0.25,,50,50,26.0,0.0,25.0,50,70.66666666666667,-1.0353279867371867,275.622527026312
IPL26-101,Rishabh Pant,WICKET_KEEPER,2.0,,82,50,28.0,0.0,200.0,82,88.66666666666667,2.0627969552677516,2024.5275135280715
IPL26-102,Nicholas Pooran,WICKET_KEEPER,2.0,,77,50,30.0,0.0,200.0,77,88.66666666666667,2.4904854836254566,1714.164607151511
IPL26-103,Mayank Yadav,BOWLER,1.0,,50,63,26.0,0.0,100.0,63,55.666666666666664,-7.136589803265352,498.2484478238072
IPL26-104,Mohammed Shami,BOWLER,2.0,,51,77,36.0,366.12,200.0,77,55.666666666666664,10.0,1424.18593891185
IPL26-105,Mohsin Khan,BOWLER,1.5,,51,75,38.0,341.0,150.0,75,55.666666666666664,10.0,1226.5002440903577
IPL26-106,Ayush Badoni,BATSMAN,0.5,,70,50,26.0,0.0,50.0,70,70.66666666666667,0.5494332587150665,960.2983677617751
IPL26-107,Avesh Khan,BOWLER,1.5,,51,73,29.0,614.92,150.0,73,55.666666666666664,9.914106750282208,1150.8166859448895
IPL26-108,Abdul Samad,BATSMAN,1.5,,66,55,26.0,652.13,150.0,66,70.66666666666667,10.0,1174.4134795841132
IPL26-109,Mitchell Marsh,ALL_ROUNDER,1.5,,75,76,34.0,0.0,150.0,76,85.0,0.9520046502678524,1497.3846807574541
IPL26-110,Aiden Markram,ALL_ROUNDER,1.5,,73,56,31.0,0.0,150.0,73,85.0,-0.9675358506660702,1095.267011081709
IPL26-111,Shahbaz Ahmed,ALL_ROUNDER,1.5,,64,63,26.0,458.64,150.0,64,85.0,8.508063853528625,1102.7779415353664
IPL26-112,Matthew Breetzke,BATSMAN,1.0,,61,50,27.0,0.0,100.0,61,70.66666666666667,-2.1220350328453765,592.4611451382802
IPL26-113,Digvesh Rathi,BOWLER,0.5,,50,65,26.0,0.0,50.0,65,55.666666666666664,-5.251524210024006,388.04349877323835
IPL26-114,Himmat Singh,BATSMAN,0.5,,66,50,29.0,101.92,50.0,66,70.66666666666667,10.0,1030.395326567659
IPL26-115,Arshin Kulkarni,BATSMAN,0.25,,56,50,26.0,0.0,25.0,56,70.66666666666667,-3.1639107125699857,329.0817335166656
IPL26-116,Manimaran Siddharth,BOWLER,0.5,,50,68,27.0,0.0,50.0,68,55.666666666666664,-2.5849512448919745,770.5090859739056
IPL26-117,Akash Singh,BOWLER,0.25,,50,67,39.0,96.39,25.0,67,55.666666666666664,10.0,720.2974614269635
IPL26-118,Arjun Tendulkar,BOWLER,0.5,,59,64,26.0,32.51,50.0,64,55.666666666666664,10.0,881.5342070156593
