id,name,nationality,dynamicRating,age,impact_total,overall_rating,is_overseas,is_uncapped,form_score,current_retained_count,current_overseas_retained_count,retain_decision
IPL26-296,KC Cariappa,Indian,59.0,32.0,0.0,59.0,0,0,42.11701899770344,2,2,0
IPL26-297,Sediqullah Atal,Afghan,64.0,24.0,14.99,64.0,1,0,100.0,3,1,0
IPL26-298,Nathan Smith,New Zealander,53.0,263.0,0.0,53.0,1,0,35.93152889613381,0,0,0
IPL26-299,Manan Vohra,Indian,68.0,32.0,0.0,68.0,0,0,51.653987616942786,1,1,0
IPL26-300,Jacob Duffy,New Zealander,67.0,25.0,0.0,67.0,1,0,82.44635969880783,0,0,0
IPL26-001,MS Dhoni,Indian,76.0,44.0,492.22,76.0,0,0,100.0,4,0,0
IPL26-002,Ruturaj Gaikwad,Indian,79.0,29.0,0.0,79.0,0,0,71.5013972912957,5,1,0
IPL26-003,Sanju Samson,Indian,85.0,31.0,0.0,85.0,0,0,61.94472948605079,1,2,1
IPL26-004,Shivam Dube,Indian,,32.0,0.0,50.0,0,0,34.24480756901815,1,2,0
IPL26-005,Ayush Mhatre,Indian,73.0,18.0,0.0,73.0,0,1,63.98736952229291,5,0,0
IPL26-006,Dewald Brevis,South African,68.0,23.0,0.0,68.0,1,1,42.299371030136435,0,0,0
IPL26-007,Urvil Patel,Indian,69.0,27.0,268.05,69.0,0,0,94.06832452389314,3,1,0
IPL26-008,Noor Ahmad,Afghan,76.0,21.0,701.28,76.0,1,1,100.0,1,1,1
IPL26-009,Nathan Ellis,Australian,71.0,26.0,0.0,71.0,1,0,44.236090925412164,5,2,0
IPL26-010,Shreyas Gopal,Indian,76.0,32.0,0.0,76.0,0,0,76.29964720448565,5,2,0
IPL26-011,Khaleel Ahmed,Indian,80.0,119.0,0.0,80.0,0,0,63.905296564350394,2,0,0
IPL26-012,Ramakrishna Ghosh,Indian,55.0,28.0,0.0,55.0,0,0,26.626297568362205,3,2,0
IPL26-013,Mukesh Choudhary,Indian,68.0,30.0,140.19,68.0,0,0,96.67732535178894,4,1,0
IPL26-014,Jamie Overton,English,,32.0,0.0,50.0,1,0,46.82704779751177,0,0,0
IPL26-015,Gurjapneet Singh,Indian,58.0,27.0,99.53,58.0,0,0,100.0,4,0,0
IPL26-016,Anshul Kamboj,Indian,,31.0,0.0,50.0,0,0,23.00441449453118,3,1,0
IPL26-017,Prashant Veer,Indian,73.0,20.0,0.0,73.0,0,1,45.34068992603316,3,1,0
IPL26-018,Kartik Sharma,Indian,70.0,26.0,292.84,70.0,0,0,100.0,3,1,0
IPL26-019,Rahul Chahar,Indian,78.0,26.0,0.0,78.0,0,0,59.36779324531801,4,1,0
IPL26-020,Akeal Hosein,West Indian,71.0,33.0,0.0,71.0,0,0,25.636826797792224,3,0,0
IPL26-021,Matt Henry,New Zealander,54.0,47.0,0.0,54.0,1,0,16.19608161594173,5,0,0
IPL26-022,Matthew Short,Australian,64.0,338.0,0.0,64.0,1,0,37.86606211288365,4,2,0
IPL26-023,Sarfaraz Khan,Indian,67.0,326.0,0.0,67.0,0,0,30.558876780857965,3,1,0
IPL26-024,Zak Foulkes,English,81.0,24.0,0.0,81.0,1,0,60.946414134069606,5,2,0
IPL26-025,Aman Khan,Indian,64.0,77.0,0.0,64.0,0,0,29.004018935446467,2,0,0
IPL26-026,KL Rahul,Indian,87.0,34.0,1380.75,87.0,0,0,100.0,3,0,0
IPL26-027,Axar Patel,Indian,,32.0,0.0,50.0,0,0,1.1528077703840198,4,0,0
IPL26-028,Kuldeep Yadav,Indian,77.0,26.0,718.52,77.0,0,0,100.0,1,0,0
IPL26-029,T. Natarajan,Indian,75.0,26.0,0.0,75.0,0,0,78.02279497496363,3,0,0
IPL26-030,Mitchell Starc,Australian,80.0,36.0,0.0,80.0,1,0,55.86740969390837,1,0,0
IPL26-031,Tristan Stubbs,South African,77.0,25.0,0.0,77.0,1,0,54.71585601306384,5,0,0
IPL26-032,Mukesh Kumar,Indian,67.0,26.0,521.18,67.0,0,0,97.61811149515316,2,1,0
IPL26-033,Nitish Rana,Indian,76.0,32.0,0.0,76.0,0,0,37.615307414124686,0,0,0
IPL26-034,Abishek Porel,Indian,69.0,23.0,743.92,69.0,0,1,99.35894236952444,2,0,0
IPL26-035,Ashutosh Sharma,Indian,72.0,65.0,869.41,72.0,0,0,97.49430016360715,3,1,0
IPL26-036,Sameer Rizvi,Indian,71.0,22.0,503.63,71.0,0,1,100.0,1,1,0
IPL26-037,Karun Nair,Indian,70.0,34.0,0.0,70.0,0,0,44.37520801958291,1,2,0
IPL26-038,Dushmantha Chameera,Sri Lankan,61.0,34.0,0.0,61.0,1,0,36.41796353902775,4,0,0
IPL26-039,Vipraj Nigam,Indian,,21.0,0.0,50.0,0,1,15.59249982155038,1,2,0
IPL26-040,Ajay Mandal,Indian,,26.0,0.0,50.0,0,0,48.14396133948729,4,0,0
IPL26-041,Madhav Tiwari,Indian,70.0,22.0,0.0,70.0,0,1,43.33852359809545,5,1,0
IPL26-042,Tripurana Vijay,Indian,50.0,24.0,0.0,50.0,0,0,17.12955772888251,0,0,0
IPL26-043,Auqib Nabi Dar,Indian,,26.0,0.0,50.0,0,0,21.861277775756776,3,1,0
IPL26-044,Pathum Nissanka,Sri Lankan,69.0,28.0,0.0,69.0,1,0,67.63009589666564,4,1,0
IPL26-045,David Miller,South African,80.0,116.0,0.0,80.0,1,0,75.63439998925179,0,0,0
IPL26-046,Ben Duckett,English,84.0,31.0,0.0,84.0,1,0,59.312709500583864,1,0,0
IPL26-047,Lungi Ngidi,South African,77.0,30.0,0.0,77.0,1,0,66.00848126757084,1,0,0
IPL26-048,Kyle Jamieson,New Zealander,,26.0,0.0,50.0,1,0,0.459009255465487,0,0,0
IPL26-049,Prithvi Shaw,Indian,72.0,26.0,0.0,72.0,0,0,50.74109798960741,1,0,0
IPL26-050,Sahil Parakh,Indian,61.0,26.0,0.0,61.0,0,0,10.699994447104748,5,1,0
IPL26-051,Shubman Gill,Indian,84.0,26.0,1502.36,84.0,0,0,91.1906812898013,5,0,0
IPL26-052,Rashid Khan,Afghan,,26.0,1036.91,50.0,1,0,99.65488742501886,0,0,0
IPL26-053,Jos Buttler,English,86.0,35.0,0.0,86.0,1,0,45.13931594517228,4,2,0
IPL26-054,Kagiso Rabada,South African,89.0,31.0,0.0,89.0,1,0,72.5786920233513,4,0,0
IPL26-055,Mohammed Siraj,Indian,79.0,32.0,835.35,79.0,0,0,100.0,0,0,0
IPL26-056,Sai Sudharsan,Indian,83.0,24.0,1572.25,83.0,0,0,95.17191200061424,4,0,0
IPL26-057,Prasidh Krishna,Indian,77.0,30.0,571.61,77.0,0,0,95.73292980125173,4,1,0
IPL26-058,Washington Sundar,Indian,,26.0,670.48,50.0,0,0,100.0,5,2,0
IPL26-059,Rahul Tewatia,Indian,,33.0,0.0,50.0,0,0,37.92203805056142,4,0,0
IPL26-060,Shahrukh Khan,Indian,66.0,60.0,378.48,66.0,0,0,100.0,2,1,0
IPL26-061,R. Sai Kishore,Indian,75.0,26.0,0.0,75.0,0,0,57.74999696668806,3,2,0
IPL26-062,Glenn Phillips,New Zealander,61.0,52.0,0.0,61.0,1,0,48.590291934163766,1,2,0
IPL26-063,Jayant Yadav,Indian,61.0,36.0,0.0,61.0,0,0,40.5858567575168,2,0,0
IPL26-064,Anuj Rawat,Indian,66.0,26.0,109.12,66.0,0,0,100.0,4,0,0
IPL26-065,Kumar Kushagra,Indian,56.0,21.0,18.97,56.0,0,1,100.0,5,0,0
IPL26-066,Gurnoor Singh Brar,Indian,65.0,26.0,0.0,65.0,0,0,23.60897765094007,0,0,0
IPL26-067,Nishant Sindhu,Indian,61.0,22.0,0.0,61.0,0,1,38.85893977362526,4,0,0
IPL26-068,Manav Suthar,Indian,58.0,23.0,0.0,58.0,0,1,29.19895401791804,5,2,0
IPL26-069,Ishant Sharma,Indian,78.0,37.0,0.0,78.0,0,0,76.59073016410993,3,2,0
IPL26-070,Arshad Khan,Indian,64.0,26.0,357.1,64.0,0,0,98.66881233919271,4,0,0
IPL26-071,Jason Holder,West Indian,,41.0,0.0,50.0,0,0,33.81109405159041,0,0,0
IPL26-072,Tom Banton,English,58.0,27.0,0.0,58.0,1,0,5.709916340850391,5,2,0
IPL26-073,Ashok Sharma,Indian,64.0,26.0,94.13,64.0,0,0,96.28742824571529,5,1,0
IPL26-074,Luke Wood,English,50.0,26.0,0.0,50.0,1,0,30.21991228383967,5,0,0
IPL26-075,Prithvi Raj,Indian,73.0,26.0,0.0,73.0,0,0,50.1956098383711,3,0,0
IPL26-076,Sunil Narine,West Indian,,37.0,0.0,50.0,0,0,25.04719963652893,4,2,0
IPL26-077,Varun Chakravarthy,Indian,85.0,34.0,0.0,85.0,0,0,73.701377464721,3,0,0
IPL26-078,Rinku Singh,Indian,74.0,37.0,0.0,74.0,0,0,70.61313248825753,1,1,0
IPL26-079,Harshit Rana,Indian,73.0,24.0,541.9,73.0,0,0,99.23764322447452,1,2,0
IPL26-080,Angkrish Raghuvanshi,Indian,73.0,22.0,0.0,73.0,0,1,62.91532218727806,4,0,0
IPL26-081,Ramandeep Singh,Indian,,26.0,355.97,50.0,0,0,100.0,3,2,0
IPL26-082,Ajinkya Rahane,Indian,84.0,38.0,0.0,84.0,0,0,54.67441062045781,0,0,0
IPL26-083,Rovman Powell,West Indian,67.0,32.0,0.0,67.0,0,0,32.89908443571196,5,0,0
IPL26-084,Vaibhav Arora,Indian,73.0,28.0,0.0,73.0,0,0,56.55340646487719,5,0,0
IPL26-085,Manish Pandey,Indian,79.0,26.0,0.0,79.0,0,0,69.22304020079825,4,1,0
IPL26-086,Anukul Roy,Indian,69.0,27.0,0.0,69.0,0,0,39.857693583994525,1,1,0
IPL26-087,Umran Malik,Indian,65.0,26.0,0.0,65.0,0,0,38.86295751481145,1,2,0
IPL26-088,Cameron Green,Australian,,26.0,0.0,50.0,1,0,13.172873536202578,5,0,0
IPL26-089,Matheesha Pathirana,Sri Lankan,77.0,24.0,0.0,77.0,1,0,37.40732696312257,4,0,0
IPL26-090,Mustafizur Rahman,Bangladeshi,77.0,30.0,258.07,77.0,1,0,98.24429653089581,3,1,0
IPL26-091,Tejasvi Singh,Indian,78.0,26.0,0.0,78.0,0,0,75.72482947760655,1,0,0
IPL26-092,Finn Allen,New Zealander,74.0,27.0,0.0,74.0,1,0,77.12949373190858,3,1,0
IPL26-093,Rachin Ravindra,New Zealander,67.0,26.0,0.0,67.0,1,0,42.40037492479282,1,0,0
IPL26-094,Tim Seifert,New Zealander,58.0,24.0,0.0,58.0,1,0,50.27525980431326,1,2,0
IPL26-095,Akash Deep,Indian,58.0,26.0,74.49,58.0,0,0,100.0,2,0,0
IPL26-096,Rahul Tripathi,Indian,73.0,26.0,0.0,73.0,0,0,60.876638234228345,1,0,0
IPL26-097,Prashant Solanki,Indian,75.0,26.0,0.0,75.0,0,0,42.304302485612794,0,0,0
IPL26-098,Kartik Tyagi,Indian,71.0,25.0,267.17,71.0,0,0,98.83004666548918,4,0,0
IPL26-099,Sarthak Ranjan,Indian,59.0,29.0,0.0,59.0,0,0,53.65496428306105,4,0,0
IPL26-100,Daksh Kamra,Indian,50.0,26.0,0.0,50.0,0,0,50.13780805438282,3,1,0
IPL26-101,Rishabh Pant,Indian,82.0,28.0,0.0,82.0,0,0,71.01663235564465,1,2,0
IPL26-102,Nicholas Pooran,West Indian,77.0,30.0,0.0,77.0,0,0,85.98798954983913,0,0,0
IPL26-103,Mayank Yadav,Indian,63.0,26.0,0.0,63.0,0,0,12.330904813931165,3,1,0
IPL26-104,Mohammed Shami,Indian,77.0,36.0,366.12,77.0,0,0,96.85464013965286,2,1,0
IPL26-105,Mohsin Khan,Indian,75.0,38.0,341.0,75.0,0,0,99.1572206296862,3,1,0
IPL26-106,Ayush Badoni,Indian,70.0,26.0,0.0,70.0,0,0,60.08271852175054,3,1,0
IPL26-107,Avesh Khan,Indian,73.0,29.0,614.92,73.0,0,0,100.0,1,1,0
IPL26-108,Abdul Samad,Indian,66.0,54.0,652.13,66.0,0,0,97.16158113663955,2,2,0
IPL26-109,Mitchell Marsh,Australian,,34.0,0.0,50.0,1,0,34.96178349028693,3,2,0
IPL26-110,Aiden Markram,South African,,31.0,0.0,50.0,1,0,28.906386798972193,0,0,0
IPL26-111,Shahbaz Ahmed,Indian,,57.0,458.64,50.0,0,0,99.75985234642911,0,0,0
IPL26-112,Matthew Breetzke,South African,61.0,27.0,0.0,61.0,1,0,48.86971031885422,4,1,0
IPL26-113,Digvesh Rathi,Indian,65.0,26.0,0.0,65.0,0,0,15.724865629619632,2,0,0
IPL26-114,Himmat Singh,Indian,66.0,29.0,101.92,66.0,0,0,100.0,2,1,0
IPL26-115,Arshin Kulkarni,Indian,56.0,26.0,0.0,56.0,0,0,30.23140483784841,4,1,0
IPL26-116,Manimaran Siddharth,Indian,68.0,27.0,0.0,68.0,0,0,49.739504502142076,3,2,0
IPL26-117,Akash Singh,Indian,67.0,39.0,96.39,67.0,0,0,100.0,2,0,0
IPL26-118,Arjun Tendulkar,Indian,64.0,26.0,32.51,64.0,0,0,100.0,0,0,0
IPL26-119,Prince Yadav,Indian,52.0,24.0,347.54,52.0,0,0,100.0,0,0,0
IPL26-120,Josh Inglis,Australian,74.0,31.0,0.0,74.0,1,0,74.44996893143383,1,2,0
IPL26-121,Akshat Raghuwanshi,Indian,59.0,22.0,22.82,59.0,0,1,100.0,2,2,0
IPL26-122,Mukul Choudhary,Indian,71.0,21.0,0.0,71.0,0,1,37.643017704626054,3,2,0
IPL26-123,Wanindu Hasaranga,Sri Lankan,76.0,28.0,0.0,76.0,1,0,38.01588090794732,4,0,0
IPL26-124,Anrich Nortje,South African,76.0,32.0,0.0,76.0,1,0,53.18447687205109,4,0,0
IPL26-125,Naman Tiwari,Indian,76.0,26.0,0.0,76.0,0,0,74.03151368624646,3,1,0
IPL26-126,Rohit Sharma,Indian,54.0,39.0,0.0,54.0,0,0,40.7000805398546,5,1,0
IPL26-127,Jasprit Bumrah,Indian,95.0,32.0,0.0,95.0,0,0,65.61383583398037,1,2,1
IPL26-128,Suryakumar Yadav,Indian,84.0,35.0,0.0,84.0,0,0,74.2111221426524,4,2,0
IPL26-129,Hardik Pandya,Indian,,32.0,0.0,50.0,0,0,40.06031472581827,2,2,0
IPL26-130,Tilak Varma,Indian,76.0,23.0,1185.21,76.0,0,1,100.0,1,1,1
IPL26-131,Trent Boult,New Zealander,87.0,36.0,0.0,87.0,1,0,73.24760633061756,2,1,1
IPL26-132,Deepak Chahar,Indian,80.0,26.0,0.0,80.0,0,0,47.37460299559698,0,0,0
IPL26-133,Naman Dhir,Indian,71.0,26.0,863.67,71.0,0,0,97.5911336850758,1,1,0
IPL26-134,Will Jacks,English,,27.0,0.0,50.0,1,0,33.21766515953188,4,1,0
IPL26-135,Robin Minz,Indian,55.0,23.0,0.0,55.0,0,1,16.711902770191628,1,1,0
IPL26-136,Ryan Rickelton,South African,73.0,29.0,0.0,73.0,1,0,33.61645174334595,1,1,0
IPL26-137,Shardul Thakur,Indian,,34.0,0.0,50.0,0,0,33.15775261387347,1,2,0
IPL26-138,Sherfane Rutherford,West Indian,67.0,27.0,0.0,67.0,0,0,59.10639283043654,5,2,0
IPL26-139,Mayank Markande,Indian,72.0,28.0,0.0,72.0,0,0,59.581896049659214,1,2,0
IPL26-140,Allah Ghazanfar,Afghan,70.0,26.0,0.0,70.0,1,0,48.30872667350626,2,2,0
IPL26-141,Corbin Bosch,South African,,31.0,0.0,50.0,1,0,0.8708235156848012,0,0,0
IPL26-142,Mitchell Santner,New Zealander,,34.0,0.0,50.0,1,0,20.82087274684395,3,0,0
IPL26-143,Ashwani Kumar,Indian,73.0,97.0,180.0,73.0,0,0,97.6780446169313,1,1,0
IPL26-144,Raj Angad Bawa,Indian,62.0,23.0,0.0,62.0,0,1,30.227008279831136,4,0,0
IPL26-145,Raghu Sharma,Indian,59.0,67.0,37.39,59.0,0,0,100.0,1,2,0
IPL26-146,Quinton de Kock,South African,79.0,33.0,0.0,79.0,1,0,39.69870847530369,4,1,0
IPL26-147,Atharva Ankolekar,Indian,,25.0,0.0,50.0,0,0,37.40735186727842,2,2,0
IPL26-148,Mohammad Izhar,Indian,76.0,68.0,0.0,76.0,0,0,71.87487602244536,4,1,0
IPL26-149,Danish Malewar,Indian,52.0,26.0,0.0,52.0,0,0,58.36748720886042,3,2,0
IPL26-150,Mayank Rawat,Indian,56.0,26.0,0.0,56.0,0,0,40.26114404312667,0,0,0
IPL26-151,Shreyas Iyer,Indian,83.0,31.0,0.0,83.0,0,0,66.50183847048935,4,0,0
IPL26-152,Arshdeep Singh,Indian,78.0,21.0,828.89,78.0,0,1,100.0,4,0,1
IPL26-153,Yuzvendra Chahal,Indian,100.0,35.0,0.0,100.0,0,0,85.2566979563313,0,0,1
IPL26-154,Marco Jansen,South African,,26.0,0.0,50.0,1,0,2.508416731114709,3,0,0
IPL26-155,Prabhsimran Singh,Indian,74.0,25.0,0.0,74.0,0,0,55.947875417167054,1,1,0
IPL26-156,Harpreet Brar,Indian,,30.0,492.23,50.0,0,0,96.89697868030242,4,0,0
IPL26-157,Shashank Singh,Indian,73.0,26.0,1092.28,73.0,0,0,100.0,0,0,0
IPL26-158,Azmatullah Omarzai,Afghan,,26.0,458.76,50.0,1,0,100.0,2,1,0
IPL26-159,Nehal Wadhera,Indian,68.0,25.0,0.0,68.0,0,0,44.34448070535861,0,0,0
IPL26-160,Xavier Bartlett,Australian,55.0,27.0,0.0,55.0,1,0,71.87844614056374,2,0,0
IPL26-161,Lockie Ferguson,New Zealander,74.0,35.0,0.0,74.0,1,0,49.1986729383528,3,1,0
IPL26-162,Marcus Stoinis,Australian,,36.0,0.0,50.0,1,0,31.47573222591389,1,0,0
IPL26-163,Mitch Owen,Australian,,22.0,0.0,50.0,1,1,23.746867416423513,0,0,0
IPL26-164,Musheer Khan,Indian,61.0,26.0,9.79,61.0,0,0,99.26251366624737,5,2,0
IPL26-165,Priyansh Arya,Indian,74.0,25.0,912.18,74.0,0,0,96.09762996837328,4,2,0
IPL26-166,Vyshak Vijaykumar,Indian,62.0,26.0,0.0,62.0,0,0,22.114288574193523,3,2,0
IPL26-167,Yash Thakur,Indian,67.0,26.0,223.54,67.0,0,0,100.0,0,0,0
IPL26-168,Pyla Avinash,Indian,63.0,25.0,0.0,63.0,0,0,63.302922724067194,4,2,0
IPL26-169,Harnoor Pannu,Indian,64.0,26.0,0.0,64.0,0,0,50.38516225099534,0,0,0
IPL26-170,Vishnu Vinod,Indian,62.0,32.0,15.19,62.0,0,0,100.0,2,2,0
IPL26-171,Suryansh Shedge,Indian,67.0,23.0,226.14,67.0,0,1,100.0,0,0,0
IPL26-172,Cooper Connolly,Australian,75.0,22.0,0.0,75.0,1,1,75.373960248313,5,2,0
IPL26-173,Ben Dwarshuis,Australian,56.0,31.0,0.0,56.0,1,0,29.27491318244029,0,0,0
IPL26-174,Praveen Dubey,Indian,59.0,32.0,0.0,59.0,0,0,52.373171035492305,0,0,0
IPL26-175,Vishal Nishad,Indian,51.0,26.0,0.0,51.0,0,0,14.277872402908793,5,0,0
IPL26-176,Yashasvi Jaiswal,Indian,78.0,24.0,0.0,78.0,0,0,73.12884266512255,3,2,0
IPL26-177,Ravindra Jadeja,Indian,,37.0,0.0,50.0,0,0,65.65363043079132,0,0,0
IPL26-178,Riyan Parag,Indian,,24.0,0.0,50.0,0,0,13.46489440456872,5,2,0
IPL26-179,Jofra Archer,English,80.0,31.0,0.0,80.0,1,0,63.5725036315441,4,0,0
IPL26-180,Dhruv Jurel,Indian,73.0,25.0,1059.22,73.0,0,0,100.0,2,1,0
IPL26-181,Shimron Hetmyer,West Indian,72.0,29.0,0.0,72.0,0,0,63.377491844955756,2,0,0
IPL26-182,Sam Curran,English,,114.0,0.0,50.0,1,0,29.205257335624548,0,0,0
IPL26-183,Sandeep Sharma,Indian,77.0,26.0,459.67,77.0,0,0,100.0,3,2,0
IPL26-184,Vaibhav Suryavanshi,Indian,80.0,15.0,0.0,80.0,0,1,33.841543976639876,3,2,1
IPL26-185,Tushar Deshpande,Indian,72.0,26.0,0.0,72.0,0,0,52.90792023132791,4,0,0
IPL26-186,Shubham Dubey,Indian,72.0,32.0,0.0,72.0,0,0,34.955882030140664,0,0,0
IPL26-187,Yudhvir Charak,Indian,66.0,26.0,0.0,66.0,0,0,47.031291681281374,2,1,0
IPL26-188,Kwena Maphaka,South African,52.0,20.0,0.0,52.0,1,1,21.460044361291466,3,1,0
IPL26-189,Lhuan-Dre Pretorius,South African,57.0,20.0,0.0,57.0,1,1,68.08578108506013,0,0,0
IPL26-190,Nandre Burger,South African,70.0,30.0,0.0,70.0,1,0,36.759683142199215,3,1,0
IPL26-191,Donovan Ferreira,South African,69.0,27.0,0.0,69.0,1,0,54.987359753038554,5,0,0
IPL26-192,Ravi Bishnoi,Indian,74.0,25.0,466.26,74.0,0,0,92.21208607069133,3,1,0
IPL26-193,Adam Milne,New Zealander,59.0,34.0,0.0,59.0,1,0,56.474576002481065,2,0,0
IPL26-194,Ravi Singh,Indian,59.0,26.0,4.35,59.0,0,0,80.10760117702705,1,0,0
IPL26-195,Sushant Mishra,Indian,75.0,25.0,0.0,75.0,0,0,35.51688234858537,4,0,0
IPL26-196,Kuldeep Sen,Indian,70.0,29.0,0.0,70.0,0,0,52.48161649334754,4,1,0
IPL26-197,Brijesh Sharma,Indian,67.0,26.0,210.22,67.0,0,0,100.0,2,1,0
IPL26-198,Aman Rao Perala,Indian,71.0,26.0,0.0,71.0,0,0,73.1370968640341,3,1,0
IPL26-199,Vignesh Puthur,Indian,73.0,25.0,0.0,73.0,0,0,18.900694764284054,0,0,0
IPL26-200,Virat Kohli,Indian,100.0,37.0,0.0,100.0,0,0,78.55264210528766,3,1,1
IPL26-201,Rajat Patidar,Indian,75.0,33.0,0.0,75.0,0,0,58.83049417348905,2,1,0
IPL26-202,Phil Salt,English,75.0,47.0,0.0,75.0,1,0,59.87885217823432,4,0,0
IPL26-203,Josh Hazlewood,Australian,79.0,35.0,0.0,79.0,1,0,38.07486775467925,3,2,0
IPL26-204,Yash Dayal,Indian,68.0,28.0,485.16,68.0,0,0,93.27657287378032,4,0,0
IPL26-205,Krunal Pandya,Indian,,35.0,0.0,50.0,0,0,8.342297650968902,0,0,0
IPL26-206,Bhuvneshwar Kumar,Indian,98.0,36.0,0.0,98.0,0,0,84.14600984764766,4,0,1
IPL26-207,Tim David,Singaporean,74.0,26.0,0.0,74.0,1,0,60.21354348146636,4,2,0
IPL26-208,Romario Shepherd,West Indian,,31.0,0.0,50.0,0,0,33.29859613519065,1,0,0
IPL26-209,Nuwan Thushara,Sri Lankan,68.0,31.0,0.0,68.0,1,0,55.71067174765842,1,1,0
IPL26-210,Swapnil Singh,Indian,66.0,35.0,131.12,66.0,0,0,100.0,5,2,0
IPL26-211,Jacob Bethell,English,64.0,20.0,0.0,64.0,1,1,38.95632914764419,1,1,0
IPL26-212,Devdutt Padikkal,Indian,73.0,25.0,0.0,73.0,0,0,60.85272066221563,4,2,0
IPL26-213,Suyash Sharma,Indian,64.0,26.0,369.66,64.0,0,0,100.0,2,2,0
IPL26-214,Rasikh Dar,Indian,71.0,26.0,0.0,71.0,0,0,70.92042424181383,4,0,0
IPL26-215,Jitesh Sharma,Indian,56.0,32.0,0.0,56.0,0,0,27.021741912816125,2,0,0
IPL26-216,Abhinandan Singh,Indian,59.0,26.0,38.42,59.0,0,0,100.0,2,1,0
IPL26-217,Venkatesh Iyer,Indian,,35.0,0.0,50.0,0,0,60.047709678391016,1,0,0
IPL26-218,Jordan Cox,English,80.0,34.0,0.0,80.0,1,0,66.69323923964735,3,0,0
IPL26-219,Mangesh Yadav,Indian,65.0,26.0,0.0,65.0,0,0,25.264621630894286,0,0,0
IPL26-220,Vicky Kanhaiya Ostwal,Indian,74.0,26.0,0.0,74.0,0,0,71.3969331217496,1,0,0
IPL26-221,Kanishk Chouhan,Indian,50.0,26.0,0.0,50.0,0,0,23.58229191102987,1,2,0
IPL26-222,Vihaan Malhotra,Indian,50.0,19.0,0.0,50.0,0,1,44.80518833596043,3,2,0
IPL26-223,Satvik Deswal,Indian,77.0,26.0,0.0,77.0,0,0,80.04666755762459,0,0,0
IPL26-224,Yash Raj Punja,Indian,68.0,26.0,128.95,68.0,0,0,93.61389767038459,4,1,0
IPL26-225,Pat Cummins,Australian,,33.0,0.0,50.0,1,0,9.945866112163284,5,1,0
IPL26-226,Heinrich Klaasen,South African,80.0,97.0,0.0,80.0,1,0,80.6822763676521,5,1,0
IPL26-227,Travis Head,Australian,75.0,32.0,0.0,75.0,1,0,60.55765641453237,4,2,0
IPL26-228,Abhishek Sharma,Indian,,26.0,1410.48,50.0,0,0,100.0,1,1,0
IPL26-229,Nitish Kumar Reddy,Indian,,23.0,0.0,50.0,0,1,38.74446265013696,0,0,0
IPL26-230,Ishan Kishan,Indian,78.0,27.0,1062.44,78.0,0,0,100.0,1,0,0
IPL26-231,Harshal Patel,Indian,88.0,35.0,0.0,88.0,0,0,88.74980138036402,2,1,1
IPL26-232,Jaydev Unadkat,Indian,81.0,33.0,0.0,81.0,0,0,50.3912528275435,1,1,0
IPL26-233,Zeeshan Ansari,Indian,59.0,26.0,99.75,59.0,0,0,100.0,1,2,0
IPL26-234,Brydon Carse,English,72.0,30.0,0.0,72.0,1,0,27.644748569723152,4,2,0
IPL26-235,Kamindu Mendis,Sri Lankan,65.0,27.0,0.0,65.0,1,0,33.55012789609173,4,2,0
IPL26-236,Harsh Dubey,Indian,70.0,23.0,174.77,70.0,0,1,99.46337002201712,4,2,0
IPL26-237,Aniket Verma,Indian,66.0,24.0,403.65,66.0,0,0,96.32024040399985,5,2,0
IPL26-238,Eshan Malinga,Sri Lankan,74.0,25.0,0.0,74.0,1,0,40.76314648256658,2,2,0
IPL26-239,Smaran Ravichandaran,Indian,73.0,26.0,0.0,73.0,0,0,47.605856893339386,4,1,0
IPL26-240,Liam Livingstone,English,,32.0,0.0,50.0,1,0,42.82855935249215,0,0,0
IPL26-241,Salil Arora,Indian,68.0,23.0,31.36,68.0,0,1,100.0,5,2,0
IPL26-242,Jack Edwards,Australian,,97.0,0.0,50.0,1,0,30.72167405600856,3,0,0
IPL26-243,Shivam Mavi,Indian,64.0,27.0,0.0,64.0,0,0,57.785373122883016,0,0,0
IPL26-244,Amit Kumar,Indian,56.0,26.0,0.0,56.0,0,0,29.569646023488374,0,0,0
IPL26-245,Onkar Tarmale,Indian,,26.0,0.0,50.0,0,0,57.168271952375385,4,1,0
IPL26-246,Sakib Hussain,Indian,71.0,21.0,221.1,71.0,0,1,100.0,3,2,0
IPL26-247,Praful Hinge,Indian,70.0,26.0,0.0,70.0,0,0,44.553836337892214,3,2,0
IPL26-248,Shivang Kumar,Indian,63.0,26.0,185.9,63.0,0,0,100.0,5,2,0
IPL26-249,Krains Fuletra,Indian,55.0,26.0,0.0,55.0,0,0,75.33371025123094,3,0,0
IPL26-250,Jake Fraser-McGurk,Australian,71.0,23.0,0.0,71.0,1,1,52.292721048073716,2,2,0
IPL26-251,Devon Conway,New Zealander,76.0,26.0,0.0,76.0,1,0,50.87265739175639,4,0,0
IPL26-252,Gus Atkinson,English,80.0,28.0,0.0,80.0,1,0,40.101846334671166,3,1,0
IPL26-253,Jamie Smith,English,71.0,37.0,0.0,71.0,1,0,54.43633986735818,5,2,0
IPL26-254,Deepak Hooda,Indian,,31.0,0.0,50.0,0,0,25.89595894780307,2,0,0
IPL26-255,Wiaan Mulder,South African,50.0,28.0,0.0,50.0,1,0,45.68775033819278,1,0,0
