id,name,role,nationality,basePrice,dynamicRating,age,form_runs,form_wickets,impact_total,overall_rating,is_overseas,is_uncapped,form_score,current_retained_count,current_overseas_retained_count,retain_decision
IPL26-074,Luke Wood,BOWLER,English,1.0,50.0,26.0,0.0,0.0,0.0,50.0,1,1,35.76073029668931,4,2,0
IPL26-075,Prithvi Raj,BOWLER,Indian,0.25,73.0,26.0,3.0,0.0,0.0,73.0,0,1,54.183777225478245,3,1,0
IPL26-076,Sunil Narine,ALL_ROUNDER,West Indian,2.0,,37.0,0.0,0.0,0.0,50.0,1,1,24.437753025422182,2,2,0
IPL26-077,Varun Chakravarthy,BOWLER,Indian,2.0,85.0,34.0,0.0,0.0,0.0,85.0,0,1,66.32264131449713,1,2,0
IPL26-078,Rinku Singh,BATSMAN,Indian,1.5,74.0,37.0,0.0,0.0,0.0,74.0,0,1,64.51685215458758,2,2,0
IPL26-079,Harshit Rana,BOWLER,Indian,1.0,73.0,24.0,0.0,10.0,541.9,73.0,0,1,100.0,3,0,0
IPL26-080,Angkrish Raghuvanshi,BATSMAN,Indian,0.5,73.0,22.0,0.0,0.0,0.0,73.0,0,1,62.05676481905144,4,2,0
IPL26-081,Ramandeep Singh,ALL_ROUNDER,Indian,1.5,,26.0,100.0,6.0,355.97,50.0,0,1,98.87683425001488,5,0,0
IPL26-082,Ajinkya Rahane,BATSMAN,Indian,2.0,84.0,38.0,0.0,0.0,0.0,84.0,0,1,54.16199764678318,2,1,0
IPL26-083,Rovman Powell,BATSMAN,West Indian,1.5,67.0,32.0,0.0,0.0,0.0,67.0,1,1,37.52009208791361,4,2,0
IPL26-084,Vaibhav Arora,BOWLER,Indian,1.5,73.0,28.0,0.0,0.0,0.0,73.0,0,1,58.49582900178326,4,1,0
IPL26-085,Manish Pandey,BATSMAN,Indian,2.0,79.0,26.0,0.0,0.0,0.0,79.0,0,1,66.96304943224436,0,0,0
IPL26-086,Anukul Roy,BOWLER,Indian,0.5,69.0,27.0,0.0,0.0,0.0,69.0,0,1,38.80554821256458,2,2,0
IPL26-087,Umran Malik,BOWLER,Indian,1.5,65.0,26.0,0.0,5.0,0.0,65.0,0,1,43.81402502075543,5,0,0
IPL26-088,Cameron Green,ALL_ROUNDER,Australian,1.0,,26.0,0.0,0.0,0.0,50.0,1,1,5.440006722251231,2,2,0
IPL26-089,Matheesha Pathirana,BOWLER,Sri Lankan,1.5,77.0,24.0,0.0,0.0,0.0,77.0,1,1,41.259274328591935,4,1,1
IPL26-090,Mustafizur Rahman,BOWLER,Bangladeshi,1.5,77.0,30.0,0.0,13.0,258.07,77.0,1,1,99.9018110053666,5,1,0
IPL26-091,Tejasvi Singh,BATSMAN,Indian,0.25,78.0,26.0,0.0,0.0,0.0,78.0,0,1,72.95033710799872,3,2,0
IPL26-092,Finn Allen,BATSMAN,New Zealander,1.0,74.0,27.0,0.0,0.0,0.0,74.0,1,1,75.46317109888565,0,0,0
IPL26-093,Rachin Ravindra,BATSMAN,New Zealander,1.0,67.0,26.0,0.0,0.0,0.0,67.0,1,1,52.74055032616421,4,0,0
IPL26-094,Tim Seifert,WICKET_KEEPER,New Zealander,1.0,58.0,24.0,0.0,0.0,0.0,58.0,1,1,53.6791159816199,1,1,0
IPL26-095,Akash Deep,BOWLER,Indian,1.0,58.0,26.0,0.0,5.0,74.49,58.0,0,1,97.85297229437373,1,1,0
IPL26-096,Rahul Tripathi,BATSMAN,Indian,2.0,73.0,26.0,0.0,0.0,0.0,73.0,0,1,59.036027890875935,0,0,0
IPL26-097,Prashant Solanki,BOWLER,Indian,0.25,75.0,26.0,0.0,0.0,0.0,75.0,0,1,48.03969382610508,3,2,0
IPL26-098,Kartik Tyagi,BOWLER,Indian,1.0,71.0,25.0,0.0,15.0,267.17,71.0,0,1,100.0,4,1,0
IPL26-099,Sarthak Ranjan,BATSMAN,Indian,0.25,59.0,29.0,61.0,0.0,0.0,59.0,0,1,44.62389253864562,2,0,0
IPL26-100,Daksh Kamra,BATSMAN,Indian,0.25,50.0,26.0,0.0,0.0,0.0,50.0,0,1,49.560590057955764,0,0,0
IPL26-101,Rishabh Pant,WICKET_KEEPER,Indian,2.0,82.0,28.0,0.0,0.0,0.0,82.0,0,1,58.148104825595986,3,2,0
IPL26-102,Nicholas Pooran,WICKET_KEEPER,West Indian,2.0,77.0,30.0,0.0,0.0,0.0,77.0,1,1,73.45662847821163,2,0,0
IPL26-103,Mayank Yadav,BOWLER,Indian,1.0,63.0,26.0,0.0,0.0,0.0,63.0,0,1,12.451707154588531,1,1,0
IPL26-104,Mohammed Shami,BOWLER,Indian,2.0,77.0,36.0,0.0,9.0,366.12,77.0,0,1,93.78068382304357,1,2,0
IPL26-105,Mohsin Khan,BOWLER,Indian,1.5,75.0,38.0,0.0,13.0,341.0,75.0,0,1,96.53547401102047,2,1,0
IPL26-106,Ayush Badoni,BATSMAN,Indian,0.5,70.0,26.0,0.0,0.0,0.0,70.0,0,1,58.73650123778237,0,0,0
IPL26-107,Avesh Khan,BOWLER,Indian,1.5,73.0,29.0,0.0,9.0,614.92,73.0,0,1,100.0,1,2,0
IPL26-108,Abdul Samad,BATSMAN,Indian,1.5,66.0,26.0,124.0,10.0,652.13,66.0,0,1,98.52525160853986,4,0,0
IPL26-109,Mitchell Marsh,ALL_ROUNDER,Australian,1.5,,34.0,0.0,0.0,0.0,50.0,1,1,37.544416386941236,5,2,0
IPL26-110,Aiden Markram,ALL_ROUNDER,South African,1.5,,31.0,0.0,0.0,0.0,50.0,1,1,22.147436621792647,2,1,0
IPL26-111,Shahbaz Ahmed,ALL_ROUNDER,Indian,1.5,,26.0,168.0,7.0,458.64,50.0,0,1,100.0,2,2,0
IPL26-112,Matthew Breetzke,BATSMAN,South African,1.0,61.0,27.0,0.0,0.0,0.0,61.0,1,1,38.19967638173375,1,2,0
IPL26-113,Digvesh Rathi,BOWLER,Indian,0.5,65.0,26.0,0.0,0.0,0.0,65.0,0,1,25.912211919853547,0,0,0
IPL26-114,Himmat Singh,BATSMAN,Indian,0.5,66.0,29.0,173.0,0.0,101.92,66.0,0,1,94.06200790485244,4,2,0
IPL26-115,Arshin Kulkarni,BATSMAN,Indian,0.25,56.0,26.0,0.0,0.0,0.0,56.0,0,1,34.25402523357246,0,0,0
IPL26-116,Manimaran Siddharth,BOWLER,Indian,0.5,68.0,27.0,0.0,0.0,0.0,68.0,0,1,56.525572977336694,3,1,0
IPL26-117,Akash Singh,BOWLER,Indian,0.25,67.0,39.0,0.0,9.0,96.39,67.0,0,1,100.0,3,0,0
IPL26-118,Arjun Tendulkar,BOWLER,Indian,0.5,64.0,26.0,38.0,8.0,32.51,64.0,0,1,99.07356170561145,5,0,0
IPL26-119,Prince Yadav,BATSMAN,Indian,0.25,52.0,24.0,5.0,0.0,347.54,52.0,0,1,99.35089650133287,1,0,0
IPL26-120,Josh Inglis,WICKET_KEEPER,Australian,1.0,74.0,31.0,0.0,0.0,0.0,74.0,1,1,76.38746803101829,1,2,0
IPL26-121,Akshat Raghuwanshi,BATSMAN,Indian,0.25,59.0,22.0,53.0,0.0,22.82,59.0,0,1,99.26498999185756,1,0,0
IPL26-122,Mukul Choudhary,BATSMAN,Indian,0.25,71.0,21.0,0.0,0.0,0.0,71.0,0,1,48.04534230986984,5,2,0
IPL26-123,Wanindu Hasaranga,BOWLER,Sri Lankan,1.5,76.0,28.0,0.0,0.0,0.0,76.0,1,1,54.92521096455894,3,2,0
IPL26-124,Anrich Nortje,BOWLER,South African,1.5,76.0,32.0,0.0,0.0,0.0,76.0,1,1,45.68618542119278,0,0,0
IPL26-125,Naman Tiwari,BOWLER,Indian,0.25,76.0,26.0,0.0,0.0,0.0,76.0,0,1,62.88201686763573,5,1,0
IPL26-126,Rohit Sharma,BATSMAN,Indian,2.0,54.0,39.0,5.0,0.0,0.0,54.0,0,1,38.489856403138994,5,1,0
IPL26-127,Jasprit Bumrah,BOWLER,Indian,2.0,95.0,32.0,0.0,0.0,0.0,95.0,0,1,79.952143631766,0,0,1
IPL26-128,Suryakumar Yadav,BATSMAN,Indian,2.0,84.0,35.0,0.0,0.0,0.0,84.0,0,1,67.68063865685168,1,1,0
IPL26-129,Hardik Pandya,ALL_ROUNDER,Indian,2.0,,32.0,0.0,0.0,0.0,50.0,0,1,39.65174726744094,4,2,0
IPL26-130,Tilak Varma,BATSMAN,Indian,1.5,76.0,23.0,324.0,0.0,1185.21,76.0,0,1,100.0,0,0,1
IPL26-131,Trent Boult,BOWLER,New Zealander,2.0,87.0,36.0,0.0,0.0,0.0,87.0,1,1,78.76173364945338,3,0,1
IPL26-132,Deepak Chahar,BOWLER,Indian,2.0,80.0,26.0,0.0,0.0,0.0,80.0,0,1,52.31411898776609,2,2,0
IPL26-133,Naman Dhir,BATSMAN,Indian,0.5,71.0,26.0,259.0,0.0,863.67,71.0,0,1,100.0,2,2,0
IPL26-134,Will Jacks,ALL_ROUNDER,English,1.5,,27.0,0.0,0.0,0.0,50.0,1,1,23.18942909609604,5,1,0
IPL26-135,Robin Minz,WICKET_KEEPER,Indian,0.5,55.0,23.0,0.0,0.0,0.0,55.0,0,1,28.100475902505828,2,2,0
IPL26-136,Ryan Rickelton,WICKET_KEEPER,South African,1.0,73.0,29.0,0.0,0.0,0.0,73.0,1,1,28.138871208275003,4,1,0
IPL26-137,Shardul Thakur,ALL_ROUNDER,Indian,2.0,,34.0,0.0,0.0,0.0,50.0,0,1,29.368020502504308,1,0,0
IPL26-138,Sherfane Rutherford,BATSMAN,West Indian,1.0,67.0,27.0,0.0,0.0,0.0,67.0,1,1,47.6694413573683,3,0,0
IPL26-139,Mayank Markande,BOWLER,Indian,1.5,72.0,28.0,0.0,0.0,0.0,72.0,0,1,45.95700051582563,4,2,0
IPL26-140,Allah Ghazanfar,BOWLER,Afghan,1.0,70.0,26.0,0.0,0.0,0.0,70.0,1,1,46.651610340668924,3,0,0
IPL26-141,Corbin Bosch,ALL_ROUNDER,South African,1.0,,31.0,0.0,0.0,0.0,50.0,1,1,4.9195727139505765,3,2,0
IPL26-142,Mitchell Santner,ALL_ROUNDER,New Zealander,1.5,,34.0,0.0,0.0,0.0,50.0,1,1,24.859249717473354,1,0,0
IPL26-143,Ashwani Kumar,BOWLER,Indian,0.25,73.0,26.0,0.0,17.0,180.0,73.0,0,1,92.22052176898187,5,1,0
IPL26-144,Raj Angad Bawa,BATSMAN,Indian,0.5,62.0,23.0,0.0,0.0,0.0,62.0,0,1,38.513683413170746,2,1,0
IPL26-145,Raghu Sharma,BOWLER,Indian,0.25,59.0,26.0,0.0,4.0,37.39,59.0,0,1,100.0,1,1,0
IPL26-146,Quinton de Kock,WICKET_KEEPER,South African,2.0,79.0,33.0,0.0,0.0,0.0,79.0,1,1,36.99716274881844,4,1,0
IPL26-147,Atharva Ankolekar,ALL_ROUNDER,Indian,1.0,,25.0,78.0,9.0,0.0,50.0,0,1,29.450997174247725,5,2,0
IPL26-148,Mohammad Izhar,BOWLER,Indian,0.25,76.0,26.0,0.0,0.0,0.0,76.0,0,1,68.19910781458454,4,0,0
IPL26-149,Danish Malewar,BATSMAN,Indian,0.25,52.0,26.0,0.0,0.0,0.0,52.0,0,1,54.24458342470192,5,2,0
IPL26-150,Mayank Rawat,BATSMAN,Indian,0.25,56.0,26.0,24.0,0.0,0.0,56.0,0,1,46.9815291266661,4,1,0
IPL26-151,Shreyas Iyer,BATSMAN,Indian,2.0,83.0,31.0,0.0,0.0,0.0,83.0,0,1,68.95835090767169,1,2,0
IPL26-152,Arshdeep Singh,BOWLER,Indian,2.0,78.0,21.0,0.0,12.0,828.89,78.0,0,1,96.47494072120796,5,0,1
IPL26-153,Yuzvendra Chahal,BOWLER,Indian,2.0,100.0,35.0,0.0,0.0,0.0,100.0,0,1,78.60446587521896,5,2,1
IPL26-154,Marco Jansen,ALL_ROUNDER,South African,1.0,,26.0,0.0,0.0,0.0,50.0,1,1,4.010066333122991,3,0,0
IPL26-155,Prabhsimran Singh,WICKET_KEEPER,Indian,1.5,74.0,25.0,0.0,0.0,0.0,74.0,0,1,53.9823188253238,3,2,0
IPL26-156,Harpreet Brar,ALL_ROUNDER,Indian,1.5,,30.0,91.0,13.0,492.23,50.0,0,1,100.0,0,0,0
IPL26-157,Shashank Singh,BATSMAN,Indian,1.5,73.0,26.0,193.0,0.0,1092.28,73.0,0,1,95.39663203460317,4,0,0
IPL26-158,Azmatullah Omarzai,ALL_ROUNDER,Afghan,1.0,,26.0,225.0,9.0,458.76,50.0,1,1,100.0,3,1,0
IPL26-159,Nehal Wadhera,BATSMAN,Indian,0.5,68.0,25.0,0.0,0.0,0.0,68.0,0,1,41.8348806645905,0,0,0
IPL26-160,Xavier Bartlett,BOWLER,Australian,1.0,55.0,27.0,0.0,0.0,0.0,55.0,1,1,71.39250138053579,3,1,0
IPL26-161,Lockie Ferguson,BOWLER,New Zealander,1.5,74.0,35.0,0.0,0.0,0.0,74.0,1,1,46.59504732095922,4,1,0
IPL26-162,Marcus Stoinis,ALL_ROUNDER,Australian,1.5,,36.0,0.0,0.0,0.0,50.0,1,1,30.84556042205535,5,1,0
IPL26-163,Mitch Owen,ALL_ROUNDER,Australian,1.0,,22.0,0.0,0.0,0.0,50.0,1,1,35.65978933047354,2,2,0
IPL26-164,Musheer Khan,BOWLER,Indian,0.5,61.0,26.0,0.0,1.0,9.79,61.0,0,1,100.0,4,2,0
IPL26-165,Priyansh Arya,BATSMAN,Indian,0.5,74.0,25.0,261.0,0.0,912.18,74.0,0,1,100.0,1,2,0
IPL26-166,Vyshak Vijaykumar,BOWLER,Indian,1.5,62.0,26.0,0.0,0.0,0.0,62.0,0,1,19.008265612344125,3,2,0
IPL26-167,Yash Thakur,BOWLER,Indian,0.5,67.0,26.0,0.0,8.0,223.54,67.0,0,1,98.41795775152599,3,0,0
IPL26-168,Pyla Avinash,BATSMAN,Indian,0.25,63.0,25.0,0.0,0.0,0.0,63.0,0,1,66.20783071762122,5,0,0
IPL26-169,Harnoor Pannu,BATSMAN,Indian,0.25,64.0,26.0,0.0,0.0,0.0,64.0,0,1,55.98758005850114,1,2,0
IPL26-170,Vishnu Vinod,WICKET_KEEPER,Indian,1.0,62.0,32.0,226.0,0.0,15.19,62.0,0,1,100.0,5,0,0
IPL26-171,Suryansh Shedge,BATSMAN,Indian,0.25,67.0,23.0,165.0,0.0,226.14,67.0,0,1,100.0,1,0,0
IPL26-172,Cooper Connolly,BATSMAN,Australian,1.0,75.0,22.0,0.0,0.0,0.0,75.0,1,1,67.82572478809585,2,1,0
IPL26-173,Ben Dwarshuis,BOWLER,Australian,1.0,56.0,31.0,0.0,0.0,0.0,56.0,1,1,20.81360585706641,3,1,0
IPL26-174,Praveen Dubey,BOWLER,Indian,0.25,59.0,32.0,0.0,0.0,0.0,59.0,0,1,60.709619187952896,3,1,0
IPL26-175,Vishal Nishad,BOWLER,Indian,0.25,51.0,26.0,0.0,0.0,0.0,51.0,0,1,9.209884876213069,2,1,0
IPL26-176,Yashasvi Jaiswal,BATSMAN,Indian,1.5,78.0,24.0,0.0,0.0,0.0,78.0,0,1,70.34339979044701,0,0,1
IPL26-177,Ravindra Jadeja,ALL_ROUNDER,Indian,2.0,,37.0,0.0,0.0,0.0,50.0,0,1,67.6403459711226,5,2,0
IPL26-178,Riyan Parag,ALL_ROUNDER,Indian,2.0,,24.0,0.0,0.0,0.0,50.0,0,1,11.212007820499927,2,0,0
IPL26-179,Jofra Archer,BOWLER,English,1.5,80.0,31.0,0.0,0.0,0.0,80.0,1,1,44.84936928816953,5,0,0
IPL26-180,Dhruv Jurel,WICKET_KEEPER,Indian,1.0,73.0,25.0,334.0,0.0,1059.22,73.0,0,1,90.81897313448351,4,0,0
IPL26-181,Shimron Hetmyer,BATSMAN,West Indian,2.0,72.0,29.0,0.0,0.0,0.0,72.0,1,1,56.03472711087734,3,1,0
IPL26-182,Sam Curran,ALL_ROUNDER,English,2.0,,26.0,0.0,0.0,0.0,50.0,1,1,16.931032157387644,5,1,0
IPL26-183,Sandeep Sharma,BOWLER,Indian,2.0,77.0,26.0,0.0,9.0,459.67,77.0,0,1,89.23554703523759,1,1,0
IPL26-184,Vaibhav Suryavanshi,BATSMAN,Indian,0.5,80.0,26.0,0.0,0.0,0.0,80.0,0,1,38.68294155666283,5,2,0
IPL26-185,Tushar Deshpande,BOWLER,Indian,1.5,72.0,26.0,0.0,0.0,0.0,72.0,0,1,65.49344220925437,4,0,0
IPL26-186,Shubham Dubey,BATSMAN,Indian,0.5,72.0,32.0,0.0,0.0,0.0,72.0,0,1,36.03508973640896,3,2,0
IPL26-187,Yudhvir Charak,BOWLER,Indian,0.5,66.0,26.0,0.0,0.0,0.0,66.0,0,1,57.29634033178593,2,1,0
IPL26-188,Kwena Maphaka,BOWLER,South African,0.5,52.0,20.0,0.0,0.0,0.0,52.0,1,1,18.61778327923078,4,2,0
IPL26-189,Lhuan-Dre Pretorius,BATSMAN,South African,0.5,57.0,20.0,0.0,0.0,0.0,57.0,1,1,59.75456780930738,3,0,0
IPL26-190,Nandre Burger,BOWLER,South African,1.0,70.0,30.0,0.0,0.0,0.0,70.0,1,1,42.846583029895285,5,0,0
IPL26-191,Donovan Ferreira,WICKET_KEEPER,South African,1.0,69.0,27.0,0.0,0.0,0.0,69.0,1,1,42.71770453597161,0,0,0
IPL26-192,Ravi Bishnoi,BOWLER,Indian,2.0,74.0,25.0,0.0,12.0,466.26,74.0,0,1,100.0,0,0,0
IPL26-193,Adam Milne,BOWLER,New Zealander,1.0,59.0,34.0,0.0,0.0,0.0,59.0,1,1,52.81124729152511,1,2,0
IPL26-194,Ravi Singh,BATSMAN,Indian,0.25,59.0,26.0,4.0,0.0,4.35,59.0,0,1,68.40954773178476,3,1,0
IPL26-195,Sushant Mishra,BOWLER,Indian,0.25,75.0,25.0,0.0,0.0,0.0,75.0,0,1,41.497247001173285,0,0,1
IPL26-196,Kuldeep Sen,BOWLER,Indian,1.0,70.0,29.0,0.0,0.0,0.0,70.0,0,1,52.5371002355849,2,0,0
IPL26-197,Brijesh Sharma,BOWLER,Indian,0.25,67.0,26.0,0.0,11.0,210.22,67.0,0,1,96.22127420253578,3,1,0
IPL26-198,Aman Rao Perala,BATSMAN,Indian,0.25,71.0,26.0,0.0,0.0,0.0,71.0,0,1,73.28969053208844,2,1,0
IPL26-199,Vignesh Puthur,BOWLER,Indian,0.25,73.0,25.0,0.0,0.0,0.0,73.0,0,1,24.3954115726264,2,0,0
IPL26-200,Virat Kohli,BATSMAN,Indian,2.0,100.0,37.0,0.0,0.0,0.0,100.0,0,1,82.9104136648302,0,0,1
IPL26-201,Rajat Patidar,BATSMAN,Indian,1.5,75.0,33.0,0.0,0.0,0.0,75.0,0,1,58.85264693050534,3,2,0
IPL26-202,Phil Salt,WICKET_KEEPER,English,1.0,75.0,47.0,0.0,0.0,0.0,75.0,1,1,72.15682090581754,5,1,0
IPL26-203,Josh Hazlewood,BOWLER,Australian,1.5,79.0,35.0,0.0,0.0,0.0,79.0,1,1,42.81923050122854,4,0,0
IPL26-204,Yash Dayal,BOWLER,Indian,1.5,68.0,28.0,0.0,7.0,485.16,68.0,0,1,99.87486520627428,0,0,0
IPL26-205,Krunal Pandya,ALL_ROUNDER,Indian,2.0,,35.0,0.0,0.0,0.0,50.0,0,1,14.28198229973729,0,0,0
IPL26-206,Bhuvneshwar Kumar,BOWLER,Indian,2.0,98.0,36.0,0.0,0.0,0.0,98.0,0,1,92.78016122934004,5,1,1
IPL26-207,Tim David,BATSMAN,Singaporean,1.5,74.0,26.0,0.0,0.0,0.0,74.0,1,1,61.2438216302571,3,1,0
IPL26-208,Romario Shepherd,ALL_ROUNDER,West Indian,1.0,,31.0,0.0,0.0,0.0,50.0,1,1,33.809155854405056,3,2,0
IPL26-209,Nuwan Thushara,BOWLER,Sri Lankan,1.0,68.0,31.0,0.0,0.0,0.0,68.0,1,1,46.63754198070384,2,0,0
IPL26-210,Swapnil Singh,BOWLER,Indian,1.0,66.0,35.0,74.0,7.0,131.12,66.0,0,1,94.67443168462313,5,2,0
IPL26-211,Jacob Bethell,BATSMAN,English,1.0,64.0,20.0,0.0,0.0,0.0,64.0,1,1,32.273505654549304,5,1,0
IPL26-212,Devdutt Padikkal,BATSMAN,Indian,1.5,73.0,25.0,0.0,0.0,0.0,73.0,0,1,53.43624444661864,3,0,0
IPL26-213,Suyash Sharma,BOWLER,Indian,0.5,64.0,26.0,0.0,7.0,369.66,64.0,0,1,99.06514348507277,2,0,0
IPL26-214,Rasikh Dar,BOWLER,Indian,0.5,71.0,26.0,0.0,0.0,0.0,71.0,0,1,55.679336723965754,0,0,0
IPL26-215,Jitesh Sharma,WICKET_KEEPER,Indian,1.5,56.0,32.0,0.0,0.0,0.0,56.0,0,1,27.933192501388135,1,1,0
IPL26-216,Abhinandan Singh,BOWLER,Indian,0.25,59.0,26.0,0.0,3.0,38.42,59.0,0,1,99.64750610970454,4,2,0
IPL26-217,Venkatesh Iyer,ALL_ROUNDER,Indian,1.5,,35.0,0.0,0.0,0.0,50.0,0,1,60.41912588630235,0,0,0
IPL26-218,Jordan Cox,WICKET_KEEPER,English,1.0,80.0,34.0,0.0,0.0,0.0,80.0,1,1,67.42986588772742,3,2,0
IPL26-219,Mangesh Yadav,BOWLER,Indian,0.25,65.0,26.0,0.0,0.0,0.0,65.0,0,1,17.253114710190914,4,0,0
IPL26-220,Vicky Kanhaiya Ostwal,BOWLER,Indian,0.5,74.0,26.0,0.0,0.0,0.0,74.0,0,1,59.151627160413675,1,0,0
IPL26-221,Kanishk Chouhan,BATSMAN,Indian,0.25,50.0,26.0,0.0,0.0,0.0,50.0,0,1,14.6593371679821,1,1,0
IPL26-222,Vihaan Malhotra,BATSMAN,Indian,0.25,50.0,19.0,0.0,0.0,0.0,50.0,0,1,35.75779534193125,2,1,0
IPL26-223,Satvik Deswal,BOWLER,Indian,0.25,77.0,26.0,0.0,0.0,0.0,77.0,0,1,77.37857733509209,4,2,0
IPL26-224,Yash Raj Punja,BOWLER,Indian,0.25,68.0,26.0,0.0,9.0,128.95,68.0,0,1,100.0,2,2,0
IPL26-225,Pat Cummins,ALL_ROUNDER,Australian,2.0,,33.0,0.0,0.0,0.0,50.0,1,1,23.783574483210927,0,0,0
IPL26-226,Heinrich Klaasen,WICKET_KEEPER,South African,1.5,80.0,26.0,0.0,0.0,0.0,80.0,1,1,73.38342758401379,5,1,0
IPL26-227,Travis Head,BATSMAN,Australian,1.5,75.0,32.0,0.0,0.0,0.0,75.0,1,1,68.64534458829723,5,0,0
IPL26-228,Abhishek Sharma,ALL_ROUNDER,Indian,1.5,,26.0,434.0,1.0,1410.48,50.0,0,1,100.0,5,0,0
IPL26-229,Nitish Kumar Reddy,ALL_ROUNDER,Indian,1.0,,23.0,0.0,0.0,0.0,50.0,0,1,40.645472544327156,4,2,0
IPL26-230,Ishan Kishan,WICKET_KEEPER,Indian,2.0,78.0,27.0,389.0,0.0,1062.44,78.0,0,1,96.93298668229531,5,2,0
IPL26-231,Harshal Patel,BOWLER,Indian,2.0,88.0,35.0,0.0,0.0,0.0,88.0,0,1,94.93954630736856,0,0,1
IPL26-232,Jaydev Unadkat,BOWLER,Indian,2.0,81.0,33.0,0.0,0.0,0.0,81.0,0,1,55.3782941672508,2,2,0
IPL26-233,Zeeshan Ansari,BOWLER,Indian,0.5,59.0,26.0,0.0,6.0,99.75,59.0,0,1,100.0,4,1,0
IPL26-234,Brydon Carse,BOWLER,English,1.0,72.0,30.0,0.0,0.0,0.0,72.0,1,1,41.49682743988698,2,0,0
IPL26-235,Kamindu Mendis,BATSMAN,Sri Lankan,1.0,65.0,27.0,0.0,0.0,0.0,65.0,1,1,31.672513656384222,4,2,0
IPL26-236,Harsh Dubey,BOWLER,Indian,0.5,70.0,23.0,13.0,12.0,174.77,70.0,0,1,100.0,2,1,0
IPL26-237,Aniket Verma,BATSMAN,Indian,0.25,66.0,24.0,117.0,0.0,403.65,66.0,0,1,100.0,1,2,0
IPL26-238,Eshan Malinga,BOWLER,Sri Lankan,0.25,74.0,25.0,0.0,0.0,0.0,74.0,1,1,46.51061640272504,2,2,0
IPL26-239,Smaran Ravichandaran,BATSMAN,Indian,0.25,73.0,26.0,0.0,0.0,0.0,73.0,0,1,44.41898451653891,5,0,0
IPL26-240,Liam Livingstone,ALL_ROUNDER,English,1.5,,32.0,0.0,0.0,0.0,50.0,1,1,22.347673947739878,1,2,0
IPL26-241,Salil Arora,WICKET_KEEPER,Indian,0.25,68.0,23.0,35.0,0.0,31.36,68.0,0,1,100.0,2,0,0
IPL26-242,Jack Edwards,ALL_ROUNDER,Australian,1.0,,26.0,0.0,0.0,0.0,50.0,1,1,27.31596849787318,4,0,0
IPL26-243,Shivam Mavi,BOWLER,Indian,1.5,64.0,27.0,0.0,12.0,0.0,64.0,0,1,55.28392172607694,4,0,0
IPL26-244,Amit Kumar,BOWLER,Indian,0.25,56.0,26.0,0.0,1.0,0.0,56.0,0,1,30.34446324787181,4,1,0
IPL26-245,Onkar Tarmale,ALL_ROUNDER,Indian,0.25,,26.0,0.0,0.0,0.0,50.0,0,1,42.79310896945965,3,1,0
IPL26-246,Sakib Hussain,BOWLER,Indian,0.25,71.0,21.0,0.0,11.0,221.1,71.0,0,1,100.0,0,0,0
IPL26-247,Praful Hinge,BOWLER,Indian,0.25,70.0,26.0,0.0,0.0,0.0,70.0,0,1,49.8259233029439,4,2,0
IPL26-248,Shivang Kumar,BOWLER,Indian,0.25,63.0,26.0,53.0,5.0,185.9,63.0,0,1,97.11744799636641,1,0,0
IPL26-249,Krains Fuletra,BOWLER,Indian,0.25,55.0,26.0,0.0,0.0,0.0,55.0,0,1,62.84732603811974,4,2,0
IPL26-250,Jake Fraser-McGurk,BATSMAN,Australian,1.0,71.0,23.0,0.0,0.0,0.0,71.0,1,1,57.65378797521268,3,0,0
IPL26-251,Devon Conway,WICKET_KEEPER,New Zealander,1.5,76.0,26.0,0.0,0.0,0.0,76.0,1,1,45.10165668076849,5,2,0
IPL26-252,Gus Atkinson,BOWLER,English,1.0,80.0,28.0,0.0,0.0,0.0,80.0,1,1,36.542054685212676,1,1,0
IPL26-253,Jamie Smith,WICKET_KEEPER,English,1.0,71.0,37.0,0.0,0.0,0.0,71.0,1,1,59.15388582754356,3,2,0
IPL26-254,Deepak Hooda,ALL_ROUNDER,Indian,2.0,,31.0,0.0,0.0,0.0,50.0,0,1,26.57150897424726,5,0,0
IPL26-255,Wiaan Mulder,BOWLER,South African,1.0,50.0,28.0,0.0,0.0,0.0,50.0,1,1,43.60646490938682,1,1,0
IPL26-256,Rahmanullah Gurbaz,WICKET_KEEPER,Afghan,1.0,67.0,24.0,233.0,0.0,183.09,67.0,1,1,100.0,2,2,0
IPL26-257,Jonny Bairstow,WICKET_KEEPER,English,1.5,75.0,36.0,0.0,0.0,0.0,75.0,1,1,57.233219664195396,0,0,0
IPL26-258,K.S. Bharat,WICKET_KEEPER,Indian,1.5,67.0,26.0,0.0,0.0,0.0,67.0,0,1,51.89042381846937,0,0,0
IPL26-259,Gerald Coetzee,BOWLER,South African,1.0,67.0,25.0,0.0,0.0,0.0,67.0,1,1,33.50544636383907,3,2,0
IPL26-260,Spencer Johnson,BOWLER,Australian,1.0,57.0,38.0,0.0,0.0,0.0,57.0,1,1,14.140768932162372,5,2,0
IPL26-261,Fazalhaq Farooqi,BOWLER,Afghan,1.0,63.0,25.0,0.0,18.0,34.22,63.0,1,1,95.33366020463401,0,0,0
IPL26-262,Maheesh Theekshana,BOWLER,Sri Lankan,1.0,71.0,25.0,0.0,0.0,0.0,71.0,1,1,42.08586446303713,5,1,0
